to_pickup_min,to_delivery_min,active_minutes,vehicle_code,weather_code,prep_time,period,capacity,available_capacity,order_size,batch_size,batch_time,batch_dist,local_demand,global_demand,target_time_min
4.499224285031965,7.223486517871642,275,3,2,8,3,3,2,2,2,10.520078738836574,7.013385825891048,5,34,15.290979661389086
2.7068462468398606,3.037471249150182,164,3,2,10,2,2,2,2,0,0.0,0.0,5,15,12.139760612939597
4.072670095195945,7.317902577919077,75,1,2,15,1,1,1,1,0,0.0,0.0,0,39,22.750914726948615
4.368904684018387,6.885211394898216,271,2,2,19,2,3,2,1,2,15.82578977853829,7.912894889269145,5,25,26.82935132790317
11.027916053005171,14.986848048494108,118,1,1,7,1,3,2,2,1,17.262913381914966,4.315728345478742,4,34,25.450517327072074
3.500975739981508,2.627333770178017,279,3,0,16,3,3,2,2,1,9.272070306694191,6.181380204462795,1,49,18.172401693736525
3.4052580606001337,8.840473853038214,194,2,0,17,3,1,1,1,0,0.0,0.0,3,27,26.467343400961354
6.791289506556843,9.638771863521155,35,1,1,13,2,3,1,1,0,0.0,0.0,0,49,23.232114344916972
2.7697788167820887,5.0909423431127845,85,2,0,9,0,3,2,2,1,12.148905911376827,6.074452955688414,5,22,13.75917020670162
1.1273151203006013,2.3580169239737594,21,3,2,12,0,3,2,1,2,14.135553605695662,9.423702403797108,3,37,12.604918773198628
12.20335220017412,17.025771374945645,237,1,2,13,3,3,3,2,1,18.710873637197395,4.677718409299349,4,22,29.805370210424105
1.6766454171540959,3.067827181562875,8,2,0,18,0,2,2,2,1,3.3912407232861725,1.6956203616430863,5,39,22.442006310388635
2.2662096029839236,1.6054028330731718,94,3,1,13,1,1,1,1,0,0.0,0.0,4,48,14.976818218866615
5.235927729406442,3.243254951699473,23,2,0,11,1,3,3,2,1,10.193858518236425,5.0969292591182125,0,26,15.450444646776967
13.203990647729544,5.093305743286878,288,1,1,8,3,2,1,1,1,21.122394731583235,5.280598682895809,2,47,21.576239750356418
17.769390755055074,17.325054431828505,122,1,1,6,3,3,1,1,2,34.25159766091572,8.56289941522893,0,44,35.28378225030122
6.529094121171581,5.6196164188813515,291,3,2,9,1,2,2,2,1,11.10805739231088,7.40537159487392,5,30,13.353964829664436
5.37992281833322,14.087953736162097,137,1,1,5,2,1,1,1,0,0.0,0.0,2,21,19.862938558264272
7.819625224238599,5.031397779449966,168,1,1,20,2,3,2,1,2,34.34819155462025,8.587047888655063,5,38,35.23078094949545
8.478674125842367,3.7796165057147073,14,1,0,11,2,3,2,2,0,0.0,0.0,4,36,14.294730395868614
2.4194740816196525,8.995824019865566,260,2,0,8,0,2,2,2,0,0.0,0.0,3,45,16.557909764769033
2.8643455996155875,0.8951222856356578,136,3,1,11,0,1,1,1,0,0.0,0.0,4,41,12.752775368985757
6.854586192334322,2.905222203605861,73,3,2,15,0,3,1,1,1,4.938631473108697,3.292420982072465,5,41,17.670655864287365
14.49818380676135,5.816289884682388,222,1,2,6,3,3,3,1,2,23.204939918545413,5.801234979636353,1,15,22.925855463892542
2.617144627296117,5.069742266156205,4,2,1,12,2,2,2,2,1,13.151348616951214,6.575674308475607,2,22,16.782152431350713
12.716530055850617,4.649742337468171,202,1,1,8,3,1,1,1,0,0.0,0.0,2,24,16.71685965616589
13.004920466594799,2.236752068718324,49,1,1,12,2,3,3,1,0,0.0,0.0,4,33,15.608751470269665
2.6663622678580206,2.7039060198659155,271,2,0,7,2,2,2,2,1,11.911699482854756,5.955849741427378,1,24,12.17357575699301
1.0222646122946064,2.570014959945883,134,2,2,17,3,2,2,2,0,0.0,0.0,4,45,18.838572171375777
9.11648184479701,2.7292972954911137,71,1,2,12,1,1,1,1,0,0.0,0.0,1,44,15.649212248896012
1.4858036317723402,2.7516534216350856,79,3,1,19,0,2,2,2,1,11.146143445978531,7.430762297319021,5,33,21.559674495340538
3.967198907150987,5.124310513635634,46,2,2,16,3,1,1,1,0,0.0,0.0,1,46,19.470922604769754
3.487791021537594,2.6169287080731465,1,3,0,11,1,1,1,1,0,0.0,0.0,0,11,13.716950153718429
4.913366835571854,3.6629166303374086,269,2,0,16,0,3,1,1,2,19.052951013981016,9.526475506990508,3,38,21.796329277830466
4.781268424520545,6.535214516281376,195,2,0,15,0,3,2,1,0,0.0,0.0,5,17,20.130716195499843
2.5425739584542173,1.8803621728884399,48,2,2,11,3,2,2,2,0,0.0,0.0,5,40,10.331128790750519
6.735001005599951,7.773525430838289,300,1,0,7,0,3,2,1,2,28.09627630461648,7.02406907615412,2,45,27.54785882677212
2.70638500421866,1.4010083258299273,285,3,0,13,1,3,3,1,0,0.0,0.0,2,29,15.348784016115488
1.3235962502131784,3.9840656560763508,15,3,1,16,3,3,3,1,1,3.9558640531852713,2.637242702123514,1,20,20.6716850428303
3.5302337525546186,2.7419339427551286,110,2,2,6,2,3,1,1,2,17.125492528404248,8.562746264202124,2,17,15.927117256426618
2.5830913454893984,0.8505073410120199,181,3,1,18,0,2,1,1,0,0.0,0.0,2,46,18.404394092146045
2.6539982771889834,5.747574238202548,235,3,2,17,3,3,3,2,0,0.0,0.0,3,47,23.738931866893093
3.8832392811015164,2.6448166500459394,229,3,2,9,0,3,3,1,2,8.069215899483982,5.379477266322654,0,15,10.7055948957075
0.6587160966653494,4.468852756149983,96,3,2,17,2,3,3,2,1,5.508960399788589,3.672640266525726,1,38,21.881408134130982
2.7071080916060186,0.3962230436600641,26,3,2,10,3,3,3,2,2,21.618348330574342,14.412232220382894,4,15,21.1141934051899
3.967615951382081,0.3468049051652837,269,3,2,17,1,3,3,2,1,9.411586090341206,6.274390726894138,1,14,16.91925049525837
10.378508878916685,8.482532741096092,84,1,0,6,1,2,2,2,0,0.0,0.0,3,49,16.52113508595797
1.6452117568755726,6.422757369317938,188,1,2,19,1,3,2,1,1,9.994068804136766,2.4985172010341916,0,40,24.940037123377685
13.495974021212003,1.793859779525021,223,1,1,8,3,1,1,1,0,0.0,0.0,3,13,13.695673682866497
12.979594407275062,4.6538670998427545,171,1,2,16,3,1,1,1,0,0.0,0.0,3,18,20.958434837039356
13.602767578957144,15.809658494750561,280,1,2,20,2,3,3,2,1,13.121625217631891,3.2804063044079728,3,48,36.24567667337163
16.203803452621152,7.22669671355897,43,1,0,12,3,2,1,1,0,0.0,0.0,3,40,23.489634553893154
1.8641699396550548,4.717660177825122,53,3,2,17,0,3,3,2,1,7.115191043800959,4.743460695867306,1,14,21.248250275026432
0.6215893144539495,8.164909300547643,263,2,1,6,2,3,3,2,0,0.0,0.0,2,32,14.372864045931106
3.8021618282471246,8.82232884581842,173,2,0,15,3,2,2,2,1,12.91168087983697,6.455840439918485,2,16,24.585521468858932
2.511160107323765,3.5434492809612723,21,2,1,14,0,2,2,2,0,0.0,0.0,0,50,19.269386941255117
6.478868581208846,15.89466716180915,120,1,1,10,3,3,2,1,0,0.0,0.0,4,19,25.26881748369366
1.5226037517840483,3.3980664495771356,228,3,2,10,0,3,3,2,0,0.0,0.0,0,18,15.011264317013818
2.5327301058921607,9.136704620028949,177,2,0,19,3,1,1,1,0,0.0,0.0,5,50,28.582669774294633
2.5131729584708657,8.526601085790624,283,2,1,12,0,2,2,1,0,0.0,0.0,0,29,22.088162344184042
5.344344634483676,5.841198146263367,37,3,2,20,3,2,2,2,0,0.0,0.0,1,37,24.871576302664355
3.821864896187677,5.267445980822036,145,3,0,8,3,1,1,1,0,0.0,0.0,2,18,13.776964557152358
3.2331523108334816,3.5136909483879197,172,3,1,7,2,3,1,1,0,0.0,0.0,5,46,9.977813054387777
1.5783553273273851,3.7000692042576353,104,2,2,17,2,3,2,2,2,21.566116057947166,10.783058028973583,3,49,23.61297398427639
7.665785561630098,6.736946397225174,239,3,0,10,3,2,2,2,1,13.753201076893813,9.168800717929209,2,44,16.504493228644783
6.395906247475718,2.610708822401503,26,2,0,18,0,3,1,1,1,6.221493278450156,3.110746639225078,0,35,20.613344417628465
4.9167023989285585,8.846384128074938,170,1,1,16,1,2,2,1,0,0.0,0.0,2,49,24.573776021105555
4.054879661354296,3.428672244348961,242,1,1,8,1,3,2,2,0,0.0,0.0,4,50,13.012111294767863
15.9186108847547,7.957532405459242,9,1,2,17,2,2,2,1,1,10.88317637395534,2.720794093488835,4,23,23.43928947493119
7.186665947589405,6.736589469654701,135,2,1,20,3,2,2,2,1,13.561784592676336,6.780892296338168,2,40,26.826861127128304
6.563788169655675,2.5372825973111364,138,3,2,7,1,3,3,2,2,18.630631475784234,12.420420983856157,4,20,16.539474292898344
2.598434187124059,9.984040046650353,45,1,2,20,3,3,2,2,0,0.0,0.0,1,36,29.79348811555607
1.8164499372794427,4.296814440126215,19,2,0,6,3,2,2,2,1,7.494473646402776,3.747236823201388,1,17,9.401488368423337
2.510888201373809,3.4418799231664075,98,3,0,19,1,3,3,2,0,0.0,0.0,3,16,22.112971609958002
7.813234939712213,6.725005352850047,168,2,0,20,0,3,2,2,0,0.0,0.0,0,17,25.20599828807917
3.3441710747435858,1.8284901449081206,60,3,1,10,3,2,2,2,0,0.0,0.0,3,19,12.651269180013959
6.195382122955613,1.8508807778286882,126,1,2,16,3,3,2,2,1,10.377742176382567,2.5944355440956417,1,30,18.796566949094345
4.801780461396609,2.4122898193071083,28,2,2,19,3,1,1,1,0,0.0,0.0,3,29,19.74268815711574
5.928225037819802,2.5015732562937227,215,3,0,20,3,2,2,1,1,14.268277237423174,9.512184824948783,1,44,23.020285901091917
2.3792489529821452,1.8200914389223206,278,3,2,9,3,3,2,1,1,12.162960126166553,8.108640084111034,4,11,11.371463090631744
4.023503976901236,5.584162681249907,22,1,0,7,1,2,1,1,0,0.0,0.0,1,42,12.130319206569903
2.2760835422977763,4.398918182198373,268,2,2,10,3,3,3,2,0,0.0,0.0,4,40,14.78232191025294
5.344551184837685,2.0448693804596316,271,3,0,14,1,2,1,1,0,0.0,0.0,3,33,16.505129474701015
5.907470962329266,7.844679466900421,300,1,2,11,0,3,3,1,1,18.130269083478183,4.532567270869546,1,48,19.67908310370061
0.9721256375699014,2.430263258231921,157,2,0,17,2,2,2,1,1,10.666041163954274,5.333020581977137,5,19,19.727043921100112
3.280356528813601,4.031051463150962,281,2,1,18,0,3,3,2,2,18.983210332865823,9.491605166432912,0,13,22.775358822149453
1.8309009030982775,1.5342857967363221,233,3,0,18,2,1,1,1,0,0.0,0.0,4,45,18.84294666371962
8.245128958271552,8.9758082588909,191,1,0,12,3,2,1,1,0,0.0,0.0,5,12,20.496294422334426
6.587720016662368,6.083276450700582,222,2,1,17,0,2,2,2,0,0.0,0.0,1,46,22.880208417116723
5.595905600019331,5.662111660038726,161,1,1,6,3,1,1,1,0,0.0,0.0,3,14,10.332216756316058
5.220870591889589,2.616386776105053,40,3,0,12,1,3,3,2,0,0.0,0.0,2,48,15.217805474717741
2.6098876325630966,10.792940804637592,283,2,2,17,2,2,2,2,1,9.073977429608039,4.5369887148040196,1,34,27.215548270962017
3.4652024203495695,4.268990842801616,47,3,0,18,0,3,3,2,1,9.731186460816216,6.487457640544144,5,34,23.895478296550575
2.482751118953818,5.455915569841892,170,2,1,12,1,3,3,2,1,8.006332210480355,4.003166105240178,4,22,18.543572729766584
1.355247381961823,2.4662695048842185,124,3,1,10,3,2,2,2,0,0.0,0.0,4,22,14.86620849978642
9.103291424059604,2.7240737408708635,35,2,2,10,2,2,2,1,1,10.574103712744499,5.2870518563722495,4,42,13.991469616966993
5.339912898786731,1.20448876358574,43,3,2,18,3,1,1,1,0,0.0,0.0,4,35,20.275045541961845
3.980236922858889,4.344536567568309,294,3,1,18,2,2,2,1,0,0.0,0.0,2,11,20.649728793948533
4.733073659237392,4.135561185047179,159,2,0,14,3,2,2,2,0,0.0,0.0,3,38,17.538527898715557
3.1919624880064714,2.5116510950836552,84,3,0,14,1,3,1,1,1,5.7006810307399025,3.8004540204932686,5,37,17.34648063029513
2.236327700902588,1.9670585931433437,160,3,2,10,2,2,2,2,1,4.716124347709199,3.1440828984727993,2,17,11.500146546423498
3.3826806996954573,2.1314195422630036,196,3,1,8,1,1,1,1,0,0.0,0.0,5,21,8.544111685750773
3.8022033674084312,3.689513769164677,281,2,0,13,1,1,1,1,0,0.0,0.0,2,44,17.49646339125326
1.4218373207285844,4.416298060000882,16,2,0,19,3,2,2,1,0,0.0,0.0,1,23,24.356709569868695
9.58913293559036,1.2367898490446445,291,1,2,16,2,3,3,2,2,29.272723171260562,7.318180792815141,1,19,29.862443742006537
3.5974740682641135,2.07281700243932,47,3,2,13,3,2,2,2,1,6.2986583807726815,4.199105587181788,4,46,16.729889966973353
4.091878582821577,1.6380405691910844,140,1,1,5,3,3,3,2,2,29.41729950746854,7.354324876867135,4,38,27.89844522558633
8.029584748404801,9.766941218611057,45,2,0,15,0,1,1,1,0,0.0,0.0,1,34,23.801934911353268
4.313999447004878,2.250430777606555,109,3,0,9,2,3,1,1,1,9.581355595481734,6.387570396987822,3,30,13.210802385020548
5.3711445790881465,2.9877637206180916,13,2,0,12,2,3,3,2,0,0.0,0.0,5,35,15.086786627350127
3.5128445787331803,2.2498947749703087,6,3,2,6,1,2,1,1,1,4.299313923098586,2.8662092820657237,4,14,9.737078468916595
4.447584066512739,5.359252106677657,256,3,1,11,0,2,2,1,0,0.0,0.0,2,15,17.515832199481498
2.6728597645551115,2.229474560259989,33,3,0,11,1,3,2,1,0,0.0,0.0,1,15,14.170661924097365
2.4030731712306874,7.611343153917384,61,1,1,8,3,3,2,2,1,17.528220880905824,4.382055220226456,5,17,17.35441980631747
11.027156676050845,11.694662528235497,254,1,0,15,2,3,3,2,0,0.0,0.0,2,20,26.87482890070596
17.282569310096193,2.624974226738756,241,1,0,8,1,2,1,1,0,0.0,0.0,4,36,19.97811518536041
3.5067844406815403,3.352034970209811,44,2,0,6,0,2,2,2,1,10.273548552323975,5.1367742761619875,1,10,10.943172054504576
3.4658080065362844,4.253628320522574,0,2,1,5,3,3,2,1,0,0.0,0.0,1,43,8.924514480042715
13.699620994973042,15.45452543263291,266,1,1,20,1,3,2,1,2,43.01550054924623,10.753875137311557,2,38,42.49554998719242
4.608091032824276,4.154350798030669,238,2,0,7,1,2,1,1,0,0.0,0.0,3,29,12.277219581737828
5.6563541304743,14.873407415728558,110,1,1,8,3,2,1,1,1,17.08019186949909,4.270047967374772,3,38,21.65452230718991
5.25797052600703,12.20110338875278,66,1,2,12,3,2,2,1,0,0.0,0.0,4,47,24.49015963595326
0.5582335248510746,7.626717822620029,62,2,0,5,1,2,1,1,1,4.631357578582684,2.3156787892913417,2,38,12.274119459608801
11.05958211291057,5.243131558305024,143,1,0,6,3,1,1,1,0,0.0,0.0,4,25,16.86331710056743
5.024805936120187,2.064980563870069,257,3,2,5,2,2,2,2,0,0.0,0.0,0,27,8.239440914068794
6.212797697345252,2.7565911884160936,28,3,1,16,0,1,1,1,0,0.0,0.0,1,21,18.632042425802002
2.883819033744263,2.2324953395458,244,3,1,14,3,2,1,1,0,0.0,0.0,2,13,16.402601274518002
5.665503986666922,2.4670928712418756,202,3,0,9,0,1,1,1,0,0.0,0.0,1,37,9.878143422473318
2.7012372236299154,5.780347543518727,114,2,2,20,2,3,2,2,1,12.027808505542497,6.0139042527712485,1,48,24.881566373087775
5.504220401522279,2.2124490256577136,85,2,2,12,1,1,1,1,0,0.0,0.0,1,14,16.103072963871103
5.920944902872507,4.46522890849532,252,2,1,8,1,2,2,1,1,6.235961788503715,3.1179808942518576,0,28,11.657781161523117
7.27293967193938,3.6353032623358508,47,3,1,13,0,3,3,1,1,2.995406649486589,1.9969377663243926,1,22,18.185079111302922
1.9051420646137447,3.021507651615558,78,2,2,13,3,2,2,2,1,4.72817056284698,2.36408528142349,0,29,16.592623398742642
2.9930607729064853,1.8104263846867659,49,3,0,13,3,3,3,2,2,14.488811048640114,9.659207365760075,3,21,16.95938493400656
3.813476086994115,5.372254091267813,75,3,0,11,0,3,2,1,0,0.0,0.0,0,34,17.483634224906375
3.7006031321512656,4.3505938906707655,267,3,1,15,3,2,2,2,0,0.0,0.0,0,46,19.37953813924742
8.439939118382311,3.13622897794596,19,2,0,14,2,2,2,2,1,7.313256549101597,3.6566282745507985,2,11,16.366426967789963
6.869970738394886,3.791280542110596,68,1,1,14,1,3,3,2,2,36.05445513304551,9.013613783261377,2,42,34.05974159976665
0.9049683782809336,8.033618737002058,25,2,0,5,3,2,1,1,1,12.83246020461463,6.416230102307315,3,47,12.409469988822355
4.86384031513215,2.1025404785895487,197,1,1,16,3,1,1,1,0,0.0,0.0,5,23,18.82550973436995
13.764635330248531,7.3635561613854055,88,1,2,18,1,1,1,1,0,0.0,0.0,2,27,25.67020137388113
4.946541433328561,4.557803293294292,166,3,2,16,3,2,2,2,1,6.5956457881537265,4.397097192102485,5,18,19.99413676945245
3.648257789929052,3.4266760831874086,285,3,2,12,1,2,2,2,0,0.0,0.0,5,31,17.43637891370305
7.415480239959138,2.1942529177895653,133,2,0,12,2,2,2,2,0,0.0,0.0,3,22,13.183758989354688
1.4465910890323217,3.0137128511399442,209,2,0,17,3,2,2,2,0,0.0,0.0,3,31,20.14873761696553
14.284043607757315,16.874126970488376,250,1,0,15,2,1,1,1,0,0.0,0.0,3,37,30.42813587534431
2.3819565999032393,3.5526321400085026,97,3,1,5,3,3,1,1,2,18.400724408538302,12.2671496056922,5,18,19.23721438862755
13.187013529797857,18.15503766147309,67,1,1,16,1,3,1,1,1,15.929874459190938,3.9824686147977344,5,16,34.02674469902011
9.075886011102845,3.1306647641521934,105,1,0,6,2,3,3,1,0,0.0,0.0,5,43,12.29747343626846
8.655873376065639,4.719992893610356,246,1,0,13,2,1,1,1,0,0.0,0.0,0,46,17.618864370212158
2.631602158448433,3.9061011550406817,118,3,1,9,2,2,2,1,0,0.0,0.0,0,28,11.658731321947098
5.2780282088980055,0.752260425213769,87,1,2,15,1,2,2,2,0,0.0,0.0,2,31,15.52749790691035
5.652900634524698,4.723391472617614,92,2,2,6,2,2,2,1,0,0.0,0.0,3,41,9.927320191014514
7.627395155729544,1.0846459094845766,295,3,1,19,0,3,1,1,1,5.279374010771013,3.519582673847342,2,34,19.085014062911675
13.524748020873128,9.79290818283131,38,1,2,6,0,2,2,1,0,0.0,0.0,4,24,22.89139640741892
9.066657970494603,10.330925668198983,255,1,2,17,3,2,2,2,0,0.0,0.0,0,35,27.078952017694007
3.099547105568305,1.330903108781809,105,3,0,5,3,3,2,1,0,0.0,0.0,1,39,4.697740264304095
2.4743156750320576,0.8268326600124354,181,2,2,20,1,3,3,2,0,0.0,0.0,0,20,20.23634206328474
4.248011076458845,8.70603474690244,234,1,0,18,3,1,1,1,0,0.0,0.0,5,47,25.258071557483312
3.2036370275963804,4.255115133879536,299,2,1,19,0,3,1,1,0,0.0,0.0,0,34,23.28434312709378
3.1191087930714616,3.785329093990828,175,2,2,15,2,2,2,2,1,13.846297703298756,6.923148851649378,1,49,19.06402167103903
3.5088806346541936,0.7096045780279728,165,3,1,16,2,1,1,1,0,0.0,0.0,5,36,16.686045812318778
1.642932387246789,6.764382739002767,28,3,2,14,2,2,2,2,0,0.0,0.0,0,28,20.186684108517458
8.585009137371785,3.6808055237714687,282,2,2,14,3,1,1,1,0,0.0,0.0,3,24,17.956067054416373
4.164438186321625,5.448586569267375,38,3,2,16,3,1,1,1,0,0.0,0.0,4,26,21.882727663714444
6.24253659764436,3.9794010387200047,26,2,0,13,0,3,3,1,2,12.41997972160632,6.20998986080316,1,31,18.350732163219668
4.416035480286463,3.9740050701434195,4,3,1,14,1,3,2,1,2,18.17120681105293,12.114137874035285,3,12,17.347460887506614
2.9343486875027627,2.889923244916694,273,3,2,11,1,3,2,2,0,0.0,0.0,5,37,14.10923470481187
2.925486258201524,4.169996729778864,230,2,0,10,0,2,2,2,0,0.0,0.0,4,10,14.068110833320954
1.7889319991386514,1.900952228023305,154,3,2,7,2,1,1,1,0,0.0,0.0,3,11,9.781304259677835
1.114784637354247,2.496796408083086,73,3,0,12,3,3,3,1,0,0.0,0.0,4,45,12.629825252028976
9.408670624953608,3.891975310182044,176,1,0,6,0,2,1,1,1,16.73890496609001,4.184726241522503,2,14,16.092231908338952
2.3117451863506884,3.8628998001752493,169,3,1,12,0,2,2,1,1,6.084318227954102,4.056212151969401,2,50,15.366192994336359
3.075981052317797,0.39452820236096625,108,3,2,7,0,1,1,1,0,0.0,0.0,3,19,6.623241313003176
14.573489089861527,1.9643012873132082,122,1,1,12,1,3,2,2,0,0.0,0.0,1,46,16.910474149268175
4.232276651213373,5.735910184035678,52,2,0,16,2,3,3,2,2,11.31383778659244,5.65691889329622,3,48,21.760225495629587
11.795674459380022,10.758719969051302,80,1,2,9,0,3,2,2,1,7.899877849537211,1.9749694623843028,0,25,25.4184562745375
5.107761291290401,0.6452974741940835,92,2,0,10,0,2,1,1,1,7.38490535480839,3.692452677404195,1,36,12.352657560780186
6.1682742312915035,16.818893297800514,117,1,0,10,2,2,2,2,1,31.638446835104062,7.909611708776016,0,40,31.189540391634115
4.859230207791969,10.827786475512822,246,1,0,5,2,2,2,2,0,0.0,0.0,3,18,14.767505456491978
3.064765975221151,3.381383964096208,3,3,1,12,1,3,1,1,0,0.0,0.0,5,30,15.685395323922707
2.8585069916645094,1.3932815230240854,187,3,1,8,3,2,2,1,1,8.094681214227553,5.396454142818368,5,18,11.129149050101372
2.785406335154464,4.377901314907648,173,2,2,8,3,3,3,1,0,0.0,0.0,3,50,11.959024623288665
7.017880003314982,19.349268050592276,19,1,0,9,0,2,2,2,0,0.0,0.0,1,50,28.50913385717233
2.300690543680917,4.418233994377768,261,3,1,5,3,3,1,1,1,9.153943006521775,6.102628671014516,5,35,8.675959145643509
5.968258263069004,5.487350052627516,298,3,2,11,3,2,2,1,1,11.771256975160053,7.847504650106702,4,28,16.997118563972496
5.005492825270755,1.9016395624562916,234,2,0,13,1,2,2,2,1,9.677484510962973,4.8387422554814865,2,43,17.968636836983514
0.9982144512450796,3.8579159149710267,91,3,0,13,3,2,2,1,0,0.0,0.0,5,22,17.34386130557782
4.786077275070319,14.42167205551016,182,1,2,11,3,1,1,1,0,0.0,0.0,5,41,25.297573595268748
2.0271658902458514,2.326799491690353,276,2,2,13,2,3,3,2,0,0.0,0.0,3,17,16.156628623900364
2.101913754182582,6.394817581673147,185,2,2,19,2,2,2,2,1,13.234194132284413,6.617097066142207,2,35,24.20832764024809
18.84476457129152,3.6967838221177955,284,1,1,10,1,2,1,1,0,0.0,0.0,3,10,23.15831682329989
11.530959532646126,5.38151171408933,153,2,1,20,0,3,3,1,0,0.0,0.0,0,23,24.954657421889056
2.414466994270448,1.7194500336153051,176,2,1,20,3,2,1,1,0,0.0,0.0,4,46,22.241981093417298
9.012468352350059,3.0481503836942214,195,1,2,10,2,2,2,2,0,0.0,0.0,5,31,12.762664750327263
1.6708642971358774,2.4317621435343217,136,3,2,17,3,3,2,1,1,6.97293957419423,4.648626382796154,5,25,20.107320325376197
2.4654426243180785,3.7280969514975792,27,3,1,7,2,2,1,1,0,0.0,0.0,5,34,11.970879569889707
9.297025541521489,1.9387211898051524,182,1,0,12,1,2,2,2,1,19.571241764479147,4.892810441119787,4,50,18.13809782730184
6.490313882853207,4.388889343642391,133,2,2,14,2,2,2,2,0,0.0,0.0,2,28,20.37076145801873
5.1642082250144385,5.4304583075759165,199,3,1,11,3,2,2,2,0,0.0,0.0,4,49,17.67245076383192
1.0998128458302694,9.469215499110469,93,1,2,13,2,2,2,2,1,11.560770501674751,2.890192625418688,0,28,22.39277340102677
4.453493090841911,3.1351229550412594,255,2,0,19,1,2,1,1,0,0.0,0.0,0,27,21.29621209893831
4.625678879396025,6.589390370728916,62,1,1,7,2,3,2,2,0,0.0,0.0,5,12,13.700884398962948
3.0707526030035437,2.145698289772252,21,3,1,8,1,3,3,1,1,8.372568999204153,5.581712666136102,5,37,10.868674598074724
2.283675938501636,3.910718819208785,243,3,0,10,1,3,2,2,0,0.0,0.0,3,15,13.648895140169467
16.78213714321777,14.384554009321388,249,1,2,15,2,2,2,1,0,0.0,0.0,0,34,32.85114494753384
3.055768487069849,3.9477555745622177,250,3,2,9,1,3,2,2,1,8.74701260098984,5.831341733993227,3,28,12.898034701364978
10.09929578874491,10.130490045707559,186,1,1,16,3,3,2,2,2,32.0920685972504,8.0230171493126,1,21,31.216229086209616
0.9053617647679513,3.5211425408870616,250,3,0,11,3,3,3,1,0,0.0,0.0,4,14,15.872518429339632
4.587018965683972,1.357929744003186,188,2,0,20,0,3,1,1,0,0.0,0.0,5,14,22.375078258163825
13.703229815366214,7.532495579370684,98,1,1,7,3,3,1,1,2,49.92693877856128,12.48173469464032,5,20,50.768967336460435
3.2709402598054647,2.1152851020043104,220,2,2,19,3,3,3,2,0,0.0,0.0,3,45,22.826881828610418
7.511385201871584,6.159929685475979,141,3,1,5,3,3,2,2,0,0.0,0.0,1,26,13.60203655813949
6.808808299600509,7.750262535895078,39,1,2,12,1,2,2,1,0,0.0,0.0,4,29,20.27111604197167
0.5776466449762907,4.963251464051779,213,2,2,17,0,1,1,1,0,0.0,0.0,0,50,20.711991561236097
6.476036095682232,2.0254589506432654,113,3,2,17,2,1,1,1,0,0.0,0.0,4,42,20.703619419221173
6.077914168762552,4.055250781886344,25,3,0,18,0,2,2,2,0,0.0,0.0,1,40,22.339531097551653
11.65588554582182,6.7739745260022515,124,1,0,20,3,2,2,2,0,0.0,0.0,0,36,27.596772554474104
3.3711931993285003,3.75771576820272,226,2,1,16,3,1,1,1,0,0.0,0.0,1,33,19.35279783887301
5.0359660330507685,1.4463208345595147,7,2,2,7,0,3,1,1,1,1.255623944192534,0.627811972096267,4,19,9.097507883442058
