f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,target_time_min
2.2923507547577504,2.1762091011204827,75,15,3,0,7,1,1,1,1,1.0,1.295016446520869,1,14,9.176209101120483
5.981983726991138,2.6612939661106223,165,55,3,2,20,0,3,2,2,0.6666666666666666,1.9308739620423214,3,50,22.661293966110623
1.5993114024229462,1.6962071935256446,39,41,2,1,6,1,1,1,2,1.0,0.38758970212249494,5,12,7.696207193525645
6.422162451880638,3.9348067224796512,43,32,2,2,11,3,3,1,2,0.3333333333333333,2.1080997959737844,3,43,14.934806722479651
0.38649570504807235,0.3962230436600641,26,50,3,2,10,3,3,3,2,1.0,0.6432913973894927,4,34,10.396223043660065
7.3321283547277405,7.158852470769519,200,8,3,1,9,1,3,3,2,1.0,3.0494449397288137,3,31,16.158852470769517
4.295203811583462,6.224997060409581,248,12,2,0,7,3,1,1,2,1.0,1.5038209573741805,0,42,13.224997060409581
10.378508878916685,8.482532741096092,84,46,1,2,6,2,2,1,2,0.5,0.5530166245550612,1,38,18.861041620012777
1.6452117568755726,6.422757369317938,188,43,1,1,19,2,3,2,1,0.6666666666666666,0.761743248934934,3,42,25.42275736931794
6.936028017178892,6.8843731629671225,283,59,2,1,10,3,1,1,1,1.0,1.039718846121446,2,38,16.884373162967123
3.3708254224640792,16.126261882534624,212,3,1,2,9,3,2,2,2,1.0,1.791624772781101,2,24,25.126261882534624
2.924826833281715,5.307716727054162,71,48,3,1,8,0,3,2,2,0.6666666666666666,1.565568341728778,0,11,13.307716727054162
5.658491391563625,2.589905024967886,234,4,2,0,9,1,1,1,2,1.0,1.862212132123721,4,46,11.589905024967885
4.3838182136046004,1.8261985801864737,43,33,3,2,9,1,2,1,2,0.5,3.07984902435139,4,45,10.826198580186475
2.617137423403725,14.726184608188507,176,15,1,1,20,0,3,3,1,1.0,1.525284755233479,5,31,34.726184608188504
6.860166801222556,1.3832332609203164,245,40,3,0,16,0,1,1,2,1.0,2.061488075521663,3,12,17.383233260920317
5.615913278546596,4.816751668251436,242,16,3,0,6,1,1,1,1,1.0,1.2942872305461082,0,31,10.816751668251436
2.8973464179938726,4.446331616965516,254,44,1,0,16,1,2,2,2,1.0,2.915652014030689,0,37,20.446331616965516
0.308378653741745,3.024338104572506,218,10,3,1,10,0,3,2,2,0.6666666666666666,1.451699534340775,2,49,13.024338104572506
5.237273152516753,5.5422923376939295,15,9,1,1,6,3,3,3,1,1.0,2.568306959301338,0,25,11.54229233769393
1.941664618943322,2.567614153723793,190,28,2,2,16,2,1,1,2,1.0,0.7868036368794991,5,27,18.56761415372379
4.385394140270976,1.045988056916696,228,13,2,0,5,1,3,2,1,0.6666666666666666,2.255296042022119,1,17,6.045988056916696
2.5327301058921607,9.136704620028949,177,45,2,0,19,0,1,1,1,1.0,2.9429513985430527,5,50,28.13670462002895
2.5131729584708657,8.526601085790624,283,36,2,1,12,0,2,2,1,1.0,2.2500209172210237,4,15,20.526601085790624
4.43420024855669,5.453257941902287,37,28,2,1,17,0,2,2,2,1.0,1.825781575114967,4,50,22.453257941902287
1.801899073699194,4.255120472312733,84,10,2,0,9,2,2,1,2,0.5,1.4066917494887552,2,15,13.255120472312733
1.8294115385303988,4.435030150464798,297,9,3,0,13,1,1,1,1,1.0,2.468329333832821,0,15,17.435030150464797
2.9835141698848333,1.1330785678618545,279,18,3,2,13,0,3,2,1,0.6666666666666666,1.0557081698610369,5,35,14.133078567861855
13.962680023847104,6.877782534877886,160,55,1,1,7,1,3,2,1,0.6666666666666666,2.1717708230701853,3,18,20.84046255872499
9.26331177013753,4.628216586628548,148,60,1,1,8,2,2,2,2,1.0,1.417149068588285,1,30,13.891528356766077
4.090592778263668,2.7620451760930336,254,1,2,2,15,3,1,1,1,1.0,1.5682654554377613,1,47,17.762045176093032
4.172294783782666,2.3390816575573505,4,54,3,0,6,1,1,1,2,1.0,1.651442141214416,2,35,8.339081657557351
2.9217581749705,0.5838207354093945,230,48,3,0,17,1,3,2,1,0.6666666666666666,2.3956101714774993,4,17,17.583820735409393
16.859462254408296,6.0930922747671525,260,25,1,0,17,0,3,1,2,0.3333333333333333,2.2735890579241054,2,40,23.09309227476715
3.4969662295584256,2.2407380972748703,153,37,3,1,9,3,2,2,1,1.0,1.826402467858744,0,33,11.240738097274871
0.9489988336373463,3.428672244348961,242,16,1,2,8,1,3,3,2,1.0,1.204786659734839,4,40,11.428672244348961
15.9186108847547,7.957532405459242,9,28,1,2,17,0,2,2,1,1.0,1.5041669800575057,3,42,24.95753240545924
2.738117646213569,3.394802734950298,269,24,2,2,20,2,2,1,1,0.5,0.3474123615719274,4,32,23.394802734950296
1.5269899503701354,4.069999295024585,147,45,2,2,13,2,1,1,2,1.0,0.6594313257005524,5,27,17.069999295024587
4.682499640846043,4.141595439628742,40,22,2,0,17,1,2,2,2,1.0,2.1269008798321547,4,27,21.14159543962874
1.921695335736036,3.404657642347421,115,40,3,2,13,3,1,1,1,1.0,1.748765128152769,3,16,16.40465764234742
15.337677970250269,11.93647836100683,147,20,1,0,5,2,2,1,1,0.5,3.100273052881227,4,24,27.2741563312571
7.2585111302153305,7.606796446399199,253,11,2,2,6,3,3,2,1,0.6666666666666666,3.0600944977760314,4,48,14.86530757661453
5.560675540328695,4.5240741846269845,239,17,3,1,14,0,1,1,2,1.0,0.8170103119207573,5,26,18.524074184626983
5.890477484892722,1.8546386475799732,207,52,3,0,5,2,2,2,2,1.0,1.8198278260321035,1,18,7.745116132472695
0.7733379399437854,7.078609450729097,298,46,2,1,12,3,3,1,1,0.3333333333333333,0.885521576013843,1,13,19.078609450729097
5.836128197158825,8.58112321149642,60,40,2,0,19,2,2,2,2,1.0,1.4799201650287992,1,40,27.58112321149642
6.195382122955613,1.8508807778286882,126,43,1,1,16,0,3,1,2,0.3333333333333333,0.7032884296153956,2,14,17.85088077782869
18.075108300599968,14.664176399019366,167,54,1,2,8,3,3,2,1,0.6666666666666666,1.8254643404100614,4,41,32.73928469961933
3.87467082161034,2.839716638169555,157,46,2,2,19,0,1,1,1,1.0,1.7477751109209696,1,47,21.839716638169556
1.5943554911155158,7.450425700286003,16,18,2,0,18,0,2,1,2,0.5,2.212354058201716,5,36,25.450425700286004
1.2949081560859426,2.4787708463037603,178,7,3,1,19,1,1,1,2,1.0,1.008706578179779,1,10,21.47877084630376
11.547752641518032,4.690423492143205,235,22,1,0,14,2,1,1,2,1.0,1.658602470674784,0,12,18.690423492143204
1.5576607597501209,3.438376764780716,24,15,3,2,18,2,3,1,1,0.3333333333333333,0.8281457150253341,1,13,21.438376764780717
1.7243620558683608,4.190611796104325,164,15,3,2,14,0,2,1,1,0.5,3.256992020308812,3,29,18.190611796104324
2.2760835422977763,4.398918182198373,268,20,2,0,10,1,3,2,2,0.6666666666666666,0.6254229311154428,1,44,14.398918182198372
5.261786119839656,4.419994063055576,213,35,2,0,12,3,3,1,2,0.3333333333333333,0.7663793906350604,2,15,16.419994063055576
2.512152923672793,4.5574712125819,20,55,3,1,16,3,1,1,1,1.0,2.266251409942401,5,45,20.557471212581902
3.410518375126025,3.4472078108348336,60,47,3,1,11,1,2,1,2,0.5,1.762026245038764,3,25,14.447207810834833
3.8703232016752973,2.5154447949256036,238,6,2,1,14,3,3,2,2,0.6666666666666666,2.087159460711073,1,33,16.515444794925603
3.828842375035009,3.0824115971654606,213,18,3,1,6,1,1,1,1,1.0,0.5406757183290941,1,41,9.08241159716546
6.941313085758425,1.6254762153742421,86,46,2,2,15,3,2,1,2,0.5,1.4530275714378447,1,44,16.625476215374242
7.843144980743669,1.9246210845498974,118,4,3,0,6,2,3,1,1,0.3333333333333333,2.1731478184290003,2,13,9.767766065293566
4.130370403172943,4.085996845300672,140,34,3,2,20,2,2,1,2,0.5,0.8386084885786518,3,21,24.08599684530067
5.056462403356684,7.116320254157646,40,23,2,0,9,0,2,2,1,1.0,1.7821629952330043,1,29,16.116320254157646
2.009900743816534,1.3493400984970174,87,5,3,0,6,2,2,2,1,1.0,1.4596394574547153,0,43,7.349340098497017
8.373390597757398,9.104634777432308,143,57,1,0,12,3,3,3,1,1.0,1.7486938241056842,2,11,21.10463477743231
2.8765532911389413,4.386596350170523,276,21,2,2,9,1,2,1,2,0.5,2.2498020919951958,0,42,13.386596350170523
1.663280360649658,0.8681608052543238,203,49,3,1,6,2,2,1,1,0.5,1.5733017406126255,3,41,6.868160805254324
1.575996545590844,2.4532573630301298,126,45,2,1,17,1,1,1,2,1.0,0.823853991448236,5,19,19.45325736303013
4.9848680970052,3.150002256260158,52,8,2,1,15,2,1,1,2,1.0,0.24741422830747492,4,36,18.15000225626016
3.8230186422881545,6.105069565117452,149,26,1,0,7,0,2,1,2,0.5,1.8155554203668156,1,46,13.105069565117452
7.16878596399776,4.209323715952499,141,26,2,0,17,3,2,2,1,1.0,2.1711036068710747,1,50,21.2093237159525
3.051834869566751,7.021899835647631,194,51,3,2,11,3,2,2,2,1.0,1.0481583606003582,5,48,18.02189983564763
3.1078120244690512,0.9441276579670511,251,36,3,1,15,0,1,1,1,1.0,0.9954495699352056,3,33,15.944127657967051
1.6209488914410763,2.299950547608241,107,28,3,2,11,0,2,1,1,0.5,2.5049487861556967,3,41,13.29995054760824
5.120110032133048,2.3499330724676057,245,37,2,2,14,0,2,2,1,1.0,1.2078229509280982,2,44,16.349933072467607
8.298742208944741,9.206670506177753,288,41,1,2,7,2,3,3,1,1.0,0.787602189020438,3,16,17.505412715122496
3.589892274083578,0.8525667727499365,191,25,2,0,13,0,2,1,1,0.5,1.5132057278361917,0,28,13.852566772749936
0.4221571661169182,4.972859079700927,243,6,2,0,8,3,2,2,1,1.0,0.7686847343485462,5,17,12.972859079700928
1.6235414796279775,4.750349873676227,286,27,2,1,8,0,2,1,1,0.5,2.248090551663256,1,50,12.750349873676228
3.7085359444166084,8.540099690937192,109,13,1,1,17,2,2,1,1,0.5,1.3577782497373094,4,21,25.54009969093719
2.820716284568359,4.563315190657686,198,39,2,1,11,1,2,1,2,0.5,1.115223840531231,4,21,15.563315190657686
1.8349426117826448,4.97349600719616,72,32,2,2,14,3,2,2,1,1.0,1.1166874725377856,3,21,18.97349600719616
11.510200020573572,5.492110597114195,183,60,1,2,10,3,1,1,1,1.0,1.7638579606767781,4,42,17.00231061768777
8.077156041502148,9.579273038784354,112,18,1,1,18,2,1,1,2,1.0,1.1757106561640787,3,46,27.579273038784354
5.132991417904796,16.07889660990132,225,34,1,1,8,2,1,1,1,1.0,1.9483508474162723,1,29,24.07889660990132
7.593760420788785,2.98875752509246,107,51,1,0,19,3,3,3,2,1.0,1.962197536023069,4,50,21.98875752509246
5.043669456474233,2.398428376151017,275,10,3,0,9,3,2,2,1,1.0,0.9510549971917053,4,16,11.398428376151017
3.7882474595718447,0.5739096983865956,164,53,3,1,6,0,1,1,2,1.0,0.5528209106488111,2,50,6.573909698386595
0.5788069072145169,6.425678834358862,188,29,2,1,19,3,2,2,1,1.0,1.5314593366216362,5,15,25.425678834358862
3.224697833035442,3.2803852819557062,137,20,2,1,16,2,2,2,1,1.0,1.4129287110889786,3,31,19.280385281955706
2.575490412014247,11.47843714417279,225,29,1,2,6,3,1,1,1,1.0,1.2464110174731269,1,29,17.47843714417279
2.6487268334906333,7.378525312258257,156,46,2,1,7,0,3,1,2,0.3333333333333333,1.284516754564156,0,10,14.378525312258258
2.223021894228389,3.590445854826898,61,55,2,1,7,1,2,1,1,0.5,0.948870562540425,0,16,10.590445854826898
1.2183832584394196,5.946013962594285,73,4,3,1,16,0,3,3,2,1.0,2.2264560991409432,3,32,21.946013962594286
5.885339721411996,10.52322801862112,63,37,1,0,9,2,3,2,2,0.6666666666666666,0.34791590679962914,1,25,19.52322801862112
2.901958540880122,0.9508749674758867,13,54,3,2,7,1,3,2,1,0.6666666666666666,1.1318629541779681,1,35,7.950874967475887
3.5128445787331803,2.2498947749703087,6,23,3,2,6,1,2,1,1,0.5,1.0590994676045835,3,33,8.249894774970308
5.057579186463925,11.310417580671107,110,2,2,2,10,3,1,1,2,1.0,0.7154790814019205,4,36,21.310417580671107
2.952772917162111,12.237592724588994,261,58,1,2,17,3,1,1,1,1.0,0.8312608127775617,5,14,29.237592724588993
5.022430144992948,3.5791663781393535,28,19,3,2,18,1,3,3,1,1.0,1.755066065706327,0,18,21.579166378139355
7.030311612449117,4.513571579756374,190,8,1,0,10,2,3,2,2,0.6666666666666666,2.2007293657011817,0,31,14.513571579756373
3.4777303249602056,3.775923519238973,184,3,3,1,13,2,2,1,1,0.5,0.7841571909854524,0,46,16.775923519238972
17.282569310096193,2.624974226738756,241,23,1,2,8,2,2,1,1,0.5,1.8893073991063107,0,45,19.90754353683495
5.78398029175801,9.044398881782712,292,23,1,2,18,2,1,1,1,1.0,1.5508197448423484,0,35,27.044398881782712
1.153610642691199,3.1318062694474067,155,47,3,1,14,0,3,1,2,0.3333333333333333,0.4560650509333912,3,22,17.131806269447406
6.277976026316772,1.9131936972611947,4,60,3,2,12,2,2,1,1,0.5,2.032465141288706,5,29,13.913193697261194
6.062193815438811,13.859460879752413,22,58,1,0,12,0,1,1,2,1.0,1.7191895181146293,5,15,25.85946087975241
14.075124929044131,9.411829488485433,149,16,1,0,9,2,2,2,2,1.0,1.825772090768886,2,38,23.486954417529564
4.608091032824276,4.154350798030669,238,20,2,0,7,1,2,1,1,0.5,1.6334762182862193,1,38,11.15435079803067
2.616055671220179,1.8467423540176828,20,13,3,1,13,1,2,1,1,0.5,1.8876941562955156,2,35,14.846742354017683
6.653784866221573,3.366436498210753,281,15,3,0,14,3,1,1,2,1.0,1.8935683415799023,0,10,17.366436498210753
1.6607964667514148,2.0548372498742515,300,16,3,0,9,0,1,1,1,1.0,3.45107428053703,5,38,11.054837249874252
7.866306558383817,0.8073509995545866,202,31,2,0,7,2,1,1,2,1.0,1.8759419063647036,1,21,8.673657557938403
4.057026570987995,3.0975768224827376,281,30,2,1,19,1,1,1,1,1.0,1.313558244232881,1,43,22.097576822482736
5.024805936120187,2.064980563870069,257,20,3,2,5,1,2,2,2,1.0,1.3480968988251214,1,11,7.0897864999902565
0.31851351163586933,10.7701883399851,126,42,1,1,6,3,1,1,2,1.0,1.1732076759127332,5,13,16.7701883399851
4.747593329795882,9.687244485742458,183,58,2,0,17,2,3,1,2,0.3333333333333333,1.7492970824369154,4,46,26.687244485742458
5.695420366706269,4.241408079859216,112,1,3,2,11,0,3,2,2,0.6666666666666666,2.5741219439126337,1,18,15.241408079859216
12.11843434118202,14.347466325153986,269,55,1,2,10,1,2,1,2,0.5,1.3852713748541332,3,47,26.465900666336005
7.841927175393665,9.859272210769953,162,11,2,1,14,0,3,3,2,1.0,2.1095236396795896,2,24,23.85927221076995
2.019944738849894,1.5085879418795127,293,25,3,2,10,2,3,1,2,0.3333333333333333,1.337538634429155,4,24,11.508587941879513
11.224366373500445,3.66394682144702,45,52,1,2,8,2,3,3,2,1.0,1.7942464305540677,3,10,14.888313194947465
6.502152131935531,6.175046493027372,214,10,2,0,12,1,2,2,1,1.0,2.7183475992477235,3,16,18.175046493027374
6.276835299373212,6.722117293800018,53,4,2,1,12,3,2,1,1,0.5,2.911320634320533,0,45,18.722117293800018
5.748465205173937,1.2341189894792568,80,3,2,0,15,3,1,1,2,1.0,1.4500546779803347,5,45,16.234118989479256
1.9051420646137447,3.021507651615558,78,3,2,2,13,2,2,1,2,0.5,0.6585071584065265,5,50,16.021507651615558
11.981241243961172,6.02020343110299,157,50,1,1,11,2,2,2,1,1.0,0.7052054058352211,0,44,18.001444675064164
8.951140672992121,2.371900283792016,137,36,1,0,16,3,1,1,2,1.0,2.0266910829077682,0,32,18.371900283792016
2.976818163457653,2.9615462826929844,243,36,3,2,18,2,1,1,1,1.0,0.6509731652988352,5,12,20.961546282692986
19.58624784252317,3.512646504044289,98,8,1,2,9,3,1,1,1,1.0,1.877103821929972,1,50,23.098894346567462
5.619668569124993,9.939091563417925,282,20,2,2,13,0,2,2,2,1.0,3.252142940571773,5,49,22.939091563417925
13.592162187657204,8.529421241782318,54,36,1,2,18,2,1,1,1,1.0,2.856282194456263,3,26,26.529421241782316
5.547844957090579,1.7933221534712722,205,2,3,2,20,3,2,2,2,1.0,2.1405308765063498,3,27,21.793322153471273
4.777723478754504,4.5646277179116055,50,55,3,1,5,3,1,1,2,1.0,0.939840606834574,2,27,9.564627717911605
3.2781905381692775,2.0261713937618997,191,52,3,1,7,2,1,1,1,1.0,1.9705368884924808,3,18,9.0261713937619
0.9049683782809336,8.033618737002058,25,58,2,2,5,2,2,1,1,0.5,1.2279264098235902,4,35,13.033618737002058
4.1842924197585525,2.0765993876257403,282,22,3,0,5,2,2,1,1,0.5,2.5468270340471175,5,15,7.07659938762574
4.084722206295079,6.81972829310519,115,43,3,0,17,1,1,1,1,1.0,1.3993740594658344,5,10,23.81972829310519
2.6787685599196362,6.017965941630441,140,27,3,0,10,3,2,2,1,1.0,0.9375567025825422,2,43,16.017965941630443
5.026678774096544,8.033765998374424,144,19,3,2,17,3,3,1,1,0.3333333333333333,0.6833027434064275,2,50,25.033765998374424
4.491032954349341,2.196610848753256,206,42,3,1,13,1,2,1,2,0.5,1.8507438458041268,2,26,15.196610848753256
2.085962306152113,3.215494124062769,113,43,2,1,17,3,3,3,2,1.0,2.4868353127357254,5,32,20.21549412406277
3.224312152899539,3.914008021431579,93,60,3,1,10,3,3,2,1,0.6666666666666666,1.6584254662749571,1,29,13.914008021431579
1.5740296182855662,4.346912457994308,298,37,3,1,16,3,3,1,2,0.3333333333333333,1.033266820747872,0,34,20.346912457994307
