to_pickup_time,to_delivery_time,active_minutes,vehicle_code,weather_code,prep_time,period,capacity,order_size,available_capacity,batch_size,batch_time,batch_distance,local_demand,global_demand,target_time_min
5.993466021248541,5.04027925244751,203,2,0,12,2,4,2,2,2,21.935261779470768,4.386860469156733,5,22,21.454816856798043
3.821274295088353,9.439918507158914,213,2,2,8,1,1,2,-1,0,0.0,0.0,3,10,17.22703791004855
5.341754916780708,5.4380113913305355,133,2,2,14,2,2,1,1,1,7.07819541825222,0.6131744726910988,5,32,19.68570555955911
8.779864847293679,3.8630173967053265,231,1,1,15,1,3,2,1,2,52.289954671396124,5.562261626920546,2,13,51.57984765034951
4.341085380074736,2.3038905329760375,41,3,2,9,2,4,2,2,3,22.702819618114827,7.957853397642486,5,16,22.52626292287614
13.857006991976723,7.997477036078576,250,1,2,15,3,3,2,1,2,45.07689301328787,7.487129167372972,1,39,45.4758889893299
3.3167238217638433,4.587119931829446,219,2,1,13,0,1,3,-2,0,0.0,0.0,3,36,17.62381137961153
0.9190717143883618,0.9909346916722559,85,3,1,13,1,2,3,-1,1,4.338886957115577,1.6705161035907374,2,36,14.305232826065547
8.218442471399701,4.905316750932448,17,1,1,14,0,1,2,-1,0,0.0,0.0,2,46,17.634503524258573
12.952290394558371,12.619167121818887,140,1,1,8,3,3,1,2,0,0.0,0.0,5,21,25.43666395758067
4.764192921117257,4.141079901516722,229,3,0,7,2,4,1,3,1,5.285067120061257,2.2393777659001044,5,14,10.448826092692245
6.601587614667412,13.494901872685997,161,1,2,12,2,2,2,0,0,0.0,0.0,5,43,25.05018987798284
4.917001079652744,4.999380601124691,54,2,2,7,2,2,2,0,1,14.555636255303448,3.705860657269107,1,18,14.277863457519365
1.0245689395272983,1.6828107668073644,266,3,1,12,3,3,3,0,1,8.864723904227157,1.1609760232220838,3,17,14.659625233321407
2.1109053571234173,2.984298841801332,190,3,1,6,3,4,2,2,3,18.242566524127852,7.367958776556781,2,49,17.54191782645442
0.5903043582572091,3.235130939500694,291,2,2,13,2,1,1,0,0,0.0,0.0,5,18,15.730609871052188
6.1901603067232,6.390526315562071,191,3,1,15,2,4,2,2,0,0.0,0.0,3,49,21.42389862627291
5.712787578175465,2.6696548513828295,186,3,1,11,3,4,1,3,0,0.0,0.0,3,23,13.929024112777428
8.901638199147362,5.048338027479315,246,2,0,12,1,2,2,0,1,6.448505042097303,2.4800569087507562,5,45,17.640453679990937
11.631037939669815,5.029384594391939,50,2,0,14,2,1,1,0,0,0.0,0.0,1,26,18.953654727269367
2.5796106099766254,3.897853322181157,214,3,1,5,1,3,1,2,0,0.0,0.0,3,36,9.274827508613939
11.57450767683908,12.276705634966211,141,1,1,11,3,1,3,-2,0,0.0,0.0,2,12,23.602179657626873
2.8673816469338753,2.0515413633686217,281,3,1,12,3,1,2,-1,0,0.0,0.0,3,37,13.450797752752797
4.086106398217499,5.833571070844014,158,2,2,13,0,3,2,1,1,18.642888959844242,3.0098003558307727,4,37,18.792841476254832
6.181727229606328,1.7478824424648989,61,3,2,13,2,4,3,1,0,0.0,0.0,2,11,14.084851906773077
3.6304782520608483,2.0412369971120894,183,3,2,10,2,2,1,1,0,0.0,0.0,3,36,11.740301299735885
0.5132286513945674,8.453469073736464,105,2,0,15,2,1,2,-1,0,0.0,0.0,0,44,23.41927601390768
5.921397616026184,2.794198946841689,255,2,0,11,2,4,3,1,0,0.0,0.0,4,28,13.883432529835867
6.938399748129958,3.7857800842452654,257,2,0,7,1,2,1,1,1,11.321069485848803,3.7584042169428638,5,36,12.05206291577519
5.153906275236966,8.008808315798252,3,2,2,13,2,1,3,-2,0,0.0,0.0,3,45,20.04094985065448
13.785095709043487,6.290208102680834,270,1,1,15,2,3,3,0,1,26.00040839973465,2.864479177157772,5,29,26.120289071467308
3.449627944750245,3.3724334662329647,90,3,0,9,3,3,1,2,1,4.115022047671676,1.7801690793088947,1,17,13.253510474747667
2.0182058987105176,8.490962573075404,139,2,2,9,1,1,2,-1,0,0.0,0.0,3,38,17.39978332085814
1.1848901803273586,1.284636493913762,58,3,0,7,1,2,3,-1,1,6.414951146092275,2.738513295454861,4,43,8.295717420301717
14.662129910159793,4.908115441082154,214,1,2,8,0,1,1,0,0,0.0,0.0,0,12,20.055165883350746
3.493819960745411,2.5332995715449034,39,3,0,7,3,1,2,-1,0,0.0,0.0,3,11,9.173867484222084
12.751992491702627,10.853905560349675,76,1,1,12,2,2,1,1,0,0.0,0.0,3,48,23.485499877416817
2.3715112487940844,4.507884790958168,136,3,0,8,3,3,3,0,2,17.04258741110112,3.593076156376256,3,24,15.953634056932342
11.480410020412302,6.093582432450689,189,2,2,7,1,1,2,-1,0,0.0,0.0,5,39,17.24479616036385
3.5251093731801895,4.336470859088813,198,3,2,10,1,1,1,0,0,0.0,0.0,1,14,14.438724669469025
12.6241799330726,18.94008463744995,266,1,2,5,2,4,3,1,3,58.40327746165815,8.168560261300815,5,10,58.362818967824865
3.599044080194116,3.458834186490711,151,2,0,11,1,1,1,0,0,0.0,0.0,4,49,13.916838737416247
6.99247256478438,10.891057224726044,37,1,0,5,3,1,2,-1,0,0.0,0.0,4,18,17.356387999508023
3.8779514767133465,1.9241351927261423,241,3,0,9,2,1,3,-2,0,0.0,0.0,1,12,11.075285419779942
6.5810940531873685,5.71464036855444,191,1,1,10,3,4,3,1,0,0.0,0.0,5,11,15.797244632805347
1.1956166784503017,3.2400270935116997,290,3,0,10,2,1,2,-1,0,0.0,0.0,5,24,13.55418960304787
6.14633718587863,4.347390574939113,5,3,0,6,3,2,1,1,1,9.595347852491228,2.256574705056168,1,10,10.299163471042732
10.801555036933308,7.536892348738071,185,1,0,6,1,2,3,-1,0,0.0,0.0,1,33,18.449344850363232
5.329713176639808,7.111816493739248,297,1,1,8,3,2,2,0,1,9.882404639061813,0.6442460722839097,0,31,14.160541025156732
2.5507335526987283,2.402224480804151,261,3,0,11,3,1,2,-1,0,0.0,0.0,2,49,12.819769473771476
2.0338328359803985,3.74386669402747,59,3,2,6,3,3,3,0,1,7.8057555615187395,1.3886980277264562,5,38,9.938912790645317
1.8503371703849718,3.994347271991727,174,3,0,11,3,1,1,0,0,0.0,0.0,2,10,15.00122735347422
5.473451757766271,4.818591936759575,210,2,2,12,1,4,2,2,2,19.93483633790368,4.6701197716795875,4,49,20.222768736825312
5.601345371378669,1.627116660151834,276,3,0,13,3,4,2,2,3,24.992586809051176,8.951920015217528,1,39,24.920848377523704
3.849544273218278,6.278370828946325,295,3,1,11,2,1,3,-2,0,0.0,0.0,4,50,18.04024150388744
8.293757494642527,3.884500023119011,46,2,1,12,3,2,3,-1,1,14.142981948836754,2.4481530730110737,1,39,15.390431034675746
5.831815841103206,8.86733660655543,99,2,1,9,0,1,1,0,0,0.0,0.0,2,40,18.24087998129905
2.8951562029551887,1.0302444411357483,240,3,2,10,3,3,3,0,1,9.565751449174819,1.4566498531171146,1,36,10.787154231203662
11.637131994981319,4.831273412611535,131,2,2,12,1,4,2,2,1,4.315900391690674,0.9810873947347711,4,28,16.87944204910745
5.937081560370389,8.84551604596024,148,2,0,12,0,1,1,0,0,0.0,0.0,0,46,21.387995022752587
1.551944914699882,3.6129872221788517,59,3,0,14,3,2,1,1,0,0.0,0.0,5,46,17.435795938884517
2.250296243952457,2.013768323796856,207,3,0,10,3,4,2,2,1,4.909115944083547,0.3702461687805351,2,45,11.118051537634518
4.447566673356508,4.409912884785868,182,3,2,5,0,1,1,0,0,0.0,0.0,4,37,9.878878963551847
3.4571263640409344,4.175402883406804,144,3,1,12,2,2,3,-1,1,7.122301323377306,3.4982692537264835,5,33,15.51740729484966
4.986144083714884,9.509498765939021,271,1,1,13,3,3,3,0,0,0.0,0.0,4,48,22.43097550531498
0.994139066549718,5.325048302685295,138,2,1,7,3,1,2,-1,0,0.0,0.0,3,13,12.11978220774086
1.4801275982499054,3.9378777465208725,113,3,2,9,2,3,3,0,0,0.0,0.0,2,49,12.772584913634736
3.4311563253212016,5.559990650093288,204,3,1,14,3,3,1,2,0,0.0,0.0,2,27,19.649637279841752
0.11655047696052845,5.81695726561436,21,3,2,8,2,2,3,-1,0,0.0,0.0,4,50,13.714277926156035
1.4687037124016478,1.5750796099053752,47,2,1,13,1,2,3,-1,1,6.306204403487959,1.8033315471821785,0,26,14.943155441024233
3.0482163208456,2.0427012895700387,243,2,2,6,0,4,3,1,0,0.0,0.0,5,37,9.104448230150147
11.682949203099513,13.291720067168118,72,1,0,14,3,1,3,-2,0,0.0,0.0,4,37,27.082111446584666
9.020439007255696,3.200225889500279,219,1,2,14,1,4,2,2,0,0.0,0.0,4,36,17.01981995076907
6.93747262615353,0.9045214431610843,1,2,1,10,3,2,3,-1,0,0.0,0.0,4,10,10.983146893734167
8.468814930002573,5.8033169464338945,234,2,1,12,2,2,3,-1,0,0.0,0.0,3,34,18.431280799247283
6.923681131711421,10.48276330191996,34,1,1,13,3,2,3,-1,1,15.241703201627843,1.0737277902430822,4,18,23.336947759858898
4.939050707143245,4.8666255557455935,63,3,2,8,3,1,1,0,0,0.0,0.0,3,38,13.207054543799282
14.77279660809184,9.68231992526734,84,1,2,9,3,3,1,2,0,0.0,0.0,0,10,24.723533433055398
14.368607198158815,3.30479426105869,188,1,0,6,2,1,2,-1,0,0.0,0.0,2,44,17.62126712561287
2.294094539872056,2.687720216895631,85,3,1,11,3,4,2,2,1,5.2235157653040885,2.6402470259866524,4,12,13.351943429311318
3.2387239685207745,0.6721891927804181,182,3,2,6,1,2,3,-1,1,4.1269389801455665,2.38109761398001,1,33,6.749333805987974
4.433271885170634,7.134395264918355,65,1,1,5,2,2,1,1,1,4.747551039791574,0.529813291239224,1,28,11.594921614090781
4.680809525122766,8.190916468149286,51,2,0,13,3,1,1,0,0,0.0,0.0,4,28,21.129645182605664
3.116494312779958,3.541237595809355,252,2,1,7,2,2,1,1,0,0.0,0.0,4,18,10.218910295988936
6.980727559858407,1.4756278872822666,72,2,2,7,0,4,1,3,0,0.0,0.0,1,30,8.395076352222526
2.5086100716878135,1.3687634157851285,232,3,1,11,0,1,1,0,0,0.0,0.0,0,23,12.60903318653896
5.2226392298415,3.1631920714125408,254,3,1,14,3,4,3,1,1,4.42879855370054,1.2021870315602485,5,20,17.309390136353365
1.0668786108404553,4.8929136137810865,138,3,0,13,3,4,3,1,1,8.398677978496991,3.5886434679785255,2,32,18.45654992429794
7.470904252763389,7.5875958340687495,271,2,0,5,1,2,1,1,0,0.0,0.0,3,28,15.469735678872402
2.12727189190729,8.016152257689814,65,2,1,9,3,4,1,3,2,22.26965156221501,5.367478532772353,2,19,21.682445966092697
2.4385957386049286,1.217511525865663,1,2,2,12,1,4,3,1,1,7.173625492372446,1.9816836180311472,1,29,12.544848876650596
4.434388695689856,8.835987915045905,119,1,2,12,2,1,3,-2,0,0.0,0.0,5,33,20.830205526150642
4.688342895739817,3.624270564726172,268,3,1,9,0,4,1,3,3,21.822862648565486,6.266092488759131,4,27,22.266210602793375
4.670971144336352,3.8719984670553953,186,3,2,14,3,1,1,0,0,0.0,0.0,4,25,17.675384475797365
6.3473111811120555,6.8928660960642425,70,1,2,10,3,2,1,1,0,0.0,0.0,2,43,15.665694012181394
8.095189831086667,6.49091122875552,242,2,0,14,1,4,3,1,3,36.35932770599763,7.687907799290786,0,35,36.49697089824113
7.685376393319312,3.3363991621076017,247,2,2,14,1,2,3,-1,1,10.64942381154841,1.7952223526796762,3,21,17.766900509402376
1.3217050607863743,2.209861580633911,197,3,2,9,2,4,1,3,3,20.611133697693283,7.918578460241537,1,35,20.955158254182752
10.684176945576818,11.591381852810352,260,1,0,13,1,1,2,-1,0,0.0,0.0,3,28,24.45750193924677
2.478250899430905,4.412997834954321,256,3,1,5,0,1,1,0,0,0.0,0.0,4,36,9.953099664316433
11.308305864616012,10.562780356879822,96,1,2,15,2,4,3,1,0,0.0,0.0,5,25,25.919754236059134
12.074720097368509,13.492495174632895,13,1,1,10,3,4,2,2,0,0.0,0.0,2,14,26.18633599835933
1.2520218320250724,2.5333112822672956,149,3,0,11,1,1,3,-2,0,0.0,0.0,2,17,13.547770456219459
9.327611754556507,16.01093547596737,125,1,0,5,3,3,3,0,0,0.0,0.0,5,15,24.96003944899589
5.893992058627446,1.3175516380563588,110,2,2,14,3,4,1,3,3,40.50106021262727,7.14859072400038,2,16,39.70657306920309
5.153987216485777,0.9382255541586259,300,3,1,13,1,3,3,0,0,0.0,0.0,4,38,13.842465168241795
7.006356104133955,7.65522633311014,198,2,2,6,3,3,1,2,1,6.9646604635367835,0.47072885334446973,2,48,15.370323139944036
0.8063720671240312,4.79422103021897,0,2,1,10,0,2,3,-1,1,6.859489123333569,2.0537582716679643,1,36,14.568774870460667
6.447031862604322,5.586713693285169,240,3,0,15,1,2,1,1,1,12.574497491800095,3.7883024189444883,3,38,20.697143434519234
2.27458100129157,5.034737296712499,69,3,0,14,2,2,3,-1,0,0.0,0.0,3,48,18.57104587835633
1.694094684459451,5.00160927359625,44,2,2,13,3,3,2,1,0,0.0,0.0,2,11,18.59710113079391
6.690450287542443,2.4637280307703127,298,3,2,8,0,1,1,0,0,0.0,0.0,5,16,10.379055041580799
2.61548601951695,8.107418848320721,59,2,2,6,1,2,3,-1,1,7.653746302118995,1.3334051075864615,5,25,14.079712232279787
4.148264019596502,1.6103131594673858,5,3,2,6,0,2,1,1,1,7.104926424260507,2.3199612551752637,5,24,6.932453226674009
16.994100254294896,20.31460746482195,6,1,1,14,1,3,2,1,2,35.42922665106745,6.779252057359691,3,44,36.75206205554651
0.4972447676274132,2.6313363107801813,231,3,2,12,2,3,3,0,2,17.878391047029822,5.811266692795021,4,38,18.23244379122815
1.3297038107546395,3.4538661914037507,178,3,0,12,2,1,3,-2,0,0.0,0.0,4,49,15.714696938170775
17.934065228111116,14.021716573141923,186,1,2,15,0,3,3,0,0,0.0,0.0,0,29,32.45459143719101
3.419768224589176,4.304047493628039,286,2,2,13,2,1,3,-2,0,0.0,0.0,4,24,16.955309581508526
14.540636823538835,16.37349771475676,126,1,2,14,2,2,2,0,1,22.66025689668679,3.5591720515984235,4,46,30.845758526721657
2.925710295651518,4.315187995836358,51,3,2,11,2,3,3,0,0,0.0,0.0,4,46,15.324098739933937
4.000805028397114,4.4797760479344015,211,2,0,7,3,1,3,-2,0,0.0,0.0,1,19,11.609848559033273
6.330277295586746,18.827555405972785,113,1,1,10,2,1,3,-2,0,0.0,0.0,0,21,28.257839630016935
1.4686640112952376,3.862636655891257,237,3,1,15,2,4,1,3,1,5.529716181220256,1.8879176812369527,4,17,18.66648556450554
7.574722557165027,11.120889267149108,282,1,0,8,3,4,1,3,3,40.70504626902928,4.697093180618475,0,17,42.1955853564042
1.7925031544215568,2.7145040327379295,206,3,2,8,1,1,2,-1,0,0.0,0.0,4,30,10.540148956047284
5.514210373275502,4.162021951440919,193,1,2,12,2,2,2,0,0,0.0,0.0,0,38,15.592252359777525
6.07262187627152,10.211323196131097,198,2,1,11,3,3,1,2,1,8.099229800097138,0.9597945241674458,0,50,21.157179379691545
1.2453548032898563,4.156395437873639,220,3,0,12,3,1,1,0,0,0.0,0.0,5,35,15.684354407985905
1.4377959789463957,3.572385102891214,269,2,2,12,0,4,2,2,1,3.2747999435704513,0.8829283221773551,2,26,15.465898290429942
7.141178876350604,4.758939087078823,4,2,2,10,3,3,1,2,2,14.037091884226545,1.0414581645542393,3,36,14.592273972937715
4.300452551338234,6.941921534532876,9,2,2,12,1,1,1,0,0,0.0,0.0,5,39,19.506163767283727
16.145567747503428,15.07798424704654,195,1,1,15,2,1,1,0,0,0.0,0.0,2,18,31.149123186027033
1.952648530476254,3.622323349688295,162,2,1,9,1,3,2,1,1,11.133075185635816,3.8503575451902474,3,11,12.151177335826649
6.208168894864972,3.9835116481985935,239,3,0,12,3,4,1,3,2,5.096720414105766,1.794161032950663,4,28,16.020649085309994
9.907780934444695,7.473790660748532,171,2,1,13,3,4,1,3,0,0.0,0.0,4,40,20.847618754879544
1.0804759623362477,3.1982536295661013,146,3,0,8,3,1,2,-1,0,0.0,0.0,2,28,10.851843285119811
3.981754345571584,2.21490978415368,65,3,0,15,1,3,3,0,1,1.5119802618664402,0.4387055737120236,5,31,17.185404004457745
3.090194415198177,4.440965478908339,290,3,2,12,1,3,2,1,2,7.385966242812964,3.38634618049692,1,26,17.07619999751163
2.085611862750213,5.266504891135493,300,3,0,6,3,2,3,-1,1,8.816693301774597,4.696491703483928,2,25,11.133585510804487
10.332288228783932,6.693258313165716,277,1,1,6,2,4,2,2,0,0.0,0.0,2,29,16.90534859529105
2.5436402257505413,6.32782134620716,76,2,2,15,2,3,2,1,0,0.0,0.0,2,49,21.48474566614939
5.968789967740022,3.9630291875786954,205,3,1,13,2,1,3,-2,0,0.0,0.0,2,11,17.11047612809784
8.790149028989491,5.726475474604213,169,1,1,15,3,2,2,0,1,18.6570422766195,2.0170457165994806,1,31,20.424252269398192
6.804730083889459,11.950739609100692,71,2,1,5,3,2,1,1,0,0.0,0.0,4,35,18.94633172431884
9.498953920138861,7.041349762853927,53,1,1,11,2,1,2,-1,0,0.0,0.0,3,31,17.65014463475512
3.3987540997520984,1.911896019913521,214,3,1,10,2,4,3,1,2,8.458354362475294,1.4259457401176663,5,50,11.368987131556205
14.933541871296013,12.546031914232783,292,1,2,12,2,2,1,1,1,7.0974066832323395,0.7183275023161025,1,15,27.088104103699767
1.8149439902844684,2.898242016254297,115,3,2,6,3,1,2,-1,0,0.0,0.0,1,16,8.115536291635356
9.294861078174861,2.56362431483251,258,2,1,8,3,3,1,2,1,11.622641056872252,3.2179384637688786,2,22,11.846318094258596
5.651649073892765,3.3895757241891884,209,2,1,11,1,4,3,1,3,28.2182635454419,4.212752387830904,1,41,28.003839399474856
4.4623058798198345,5.655403275888727,117,3,0,13,2,1,1,0,0,0.0,0.0,2,19,18.368891358439967
3.8022260941143715,3.81827088800262,263,3,2,8,2,1,1,0,0,0.0,0.0,4,28,12.17868445443203
1.8435267352351812,0.28145551942086755,137,2,1,8,3,3,2,1,0,0.0,0.0,5,20,8.36030919508935
2.827906446178218,7.13121977828553,231,1,0,6,1,1,1,0,0,0.0,0.0,4,44,13.358910862499135
5.91260097144905,10.407159121530064,130,2,1,15,3,1,2,-1,0,0.0,0.0,2,25,25.215868781226135
4.054971295616831,1.9139666031643507,74,3,1,5,1,1,2,-1,0,0.0,0.0,5,17,7.931386217154432
6.392809334391382,4.573859357019125,13,3,2,12,1,3,2,1,2,9.991610198590159,5.048252075710099,1,30,16.092139256623422
4.828655796769603,2.5780296369046605,82,3,0,15,2,3,2,1,1,5.582342779776544,2.998363384932228,3,39,17.816283801210993
2.560917900130403,7.524436966791143,144,2,2,11,3,3,2,1,1,11.614572901594197,2.969013404831193,5,42,17.994370706092205
2.684092759374708,6.396677961756291,52,3,1,15,3,1,2,-1,0,0.0,0.0,5,20,20.974744320516926
3.766729957749798,10.2254701842862,149,1,2,9,1,2,1,1,1,22.34607374277675,3.994923165808411,3,40,21.249190933688354
6.448054060679093,3.4643065164664626,217,2,1,11,3,1,2,-1,0,0.0,0.0,4,12,14.442498972577111
5.578426724519306,5.091170196169599,163,2,2,9,0,4,3,1,3,24.290403564240496,6.717492353507483,5,41,24.426932393639653
12.264222024212097,7.48579248208,196,1,1,13,3,2,2,0,0,0.0,0.0,0,14,20.43585611646871
3.381158430309243,5.077184007919433,38,3,0,9,0,1,3,-2,0,0.0,0.0,1,16,13.885585930870695
1.1305623147788646,4.7849238898206385,209,3,0,7,3,4,2,2,3,23.83144837288998,7.866208389137132,1,28,23.285435416985163
11.80007639268229,3.313733932175715,229,1,0,11,1,2,2,0,1,17.577538898371152,2.0749860090970462,5,30,18.03303755743054
2.7501015331304544,10.976120797170246,244,1,1,8,0,1,1,0,0,0.0,0.0,3,24,18.119266357594963
5.260909184951059,4.88731945196063,227,2,1,10,1,1,3,-2,0,0.0,0.0,4,36,14.893812939055119
1.8500434618554895,3.535448063540388,165,3,0,12,2,4,3,1,1,3.2253416392741756,0.7887651031081567,0,47,15.694000111143504
7.9322624706703735,12.393013144360761,291,1,1,14,1,1,3,-2,0,0.0,0.0,2,32,26.806119987360674
5.058958042198351,2.2339096833549443,195,3,2,15,1,4,3,1,3,15.397017761076349,3.974301802898228,4,36,16.68671860507471
10.606423940145763,6.923534335189365,138,1,1,5,1,4,3,1,0,0.0,0.0,1,37,17.50920458408993
12.207451004222102,6.649547364272137,231,1,0,9,2,4,2,2,1,13.870289667219277,2.7078528283966112,5,13,19.19345584397661
3.981703005909582,7.454059685293407,0,2,2,6,2,4,1,3,3,18.363311339460978,2.911059219505221,5,18,18.378842698660197
1.0470654379886422,6.180314309060146,18,3,2,11,2,4,1,3,1,6.933321651877903,4.250214937246937,3,40,17.379401890674597
14.360038644667437,18.171685095981022,128,1,1,12,0,3,1,2,0,0.0,0.0,2,22,33.01318247571325
4.25363426945088,2.159306935228785,36,3,0,7,3,4,3,1,3,18.05984002271868,3.4530289761705166,0,22,17.96814797720954
4.182486253020599,4.954935751901711,138,3,0,15,3,1,2,-1,0,0.0,0.0,5,41,19.713372332051335
11.264179512486153,4.102224457395388,204,1,2,5,2,3,2,1,0,0.0,0.0,1,21,15.726415418306186
1.893147847299221,1.9227500287397787,128,3,2,14,2,3,2,1,0,0.0,0.0,2,39,14.882238909157154
12.031440419535835,12.403782795725746,45,1,0,10,2,1,1,0,0,0.0,0.0,5,13,23.941612785867544
5.612752318912962,18.001844599645224,236,1,1,9,2,1,1,0,0,0.0,0.0,4,22,26.553779266288096
7.901322179120095,1.0752651298632112,16,1,0,13,3,4,2,2,2,33.88785441185921,3.466228928789629,1,43,33.58887155685442
0.7412909888113683,8.510758403644697,129,2,1,6,3,2,1,1,0,0.0,0.0,1,29,13.92153422713419
4.641932037201848,13.426974072309255,60,1,2,5,1,3,3,0,1,17.12257424948674,2.6398122870940703,3,21,18.759317331450973
7.821333893810857,1.299589712868262,88,2,1,9,3,3,3,0,1,8.436005860899474,1.3328980326963258,3,44,11.03972623569001
3.849581885881601,3.3905296851349918,173,2,0,11,1,3,3,0,0,0.0,0.0,5,18,14.472901372070668
2.945025645454756,1.9064602057808457,109,3,1,11,2,2,1,1,1,9.320793326002669,4.41790361698911,1,33,12.28263428063473
15.35867522803405,16.35818673007903,163,1,1,15,1,1,1,0,0,0.0,0.0,1,35,31.952542523659556
7.308915476826531,4.881923720385909,110,2,0,7,2,1,1,0,0,0.0,0.0,0,36,12.120963893355434
1.6531285975622354,3.8089062084115453,252,3,0,12,3,4,3,1,1,4.914980729672408,2.460213239825179,1,12,15.882575619397592
9.709644087102294,6.105997432596709,240,2,1,15,3,4,2,2,2,17.970313829325608,5.612407264370401,3,39,21.25992542793773
5.484653427571861,3.4531455327034672,165,2,1,8,2,1,3,-2,0,0.0,0.0,2,13,11.950231457107458
4.761640908829705,3.4871128736056867,214,3,0,6,2,1,2,-1,0,0.0,0.0,5,21,8.688813839288564
10.738882390736055,14.40070703754428,5,1,2,15,0,3,2,1,1,16.976798452797837,1.8144833865913759,2,25,29.310619584595734
8.064277303358939,0.7042830725502038,130,2,0,6,3,1,3,-2,0,0.0,0.0,3,50,9.158584072515644
3.9867486819494693,4.78464345902992,182,2,0,11,3,3,3,0,2,23.637021984443944,4.1815624565481935,1,35,23.322932475870974
5.003015500171166,4.059434953370113,22,3,0,5,0,1,2,-1,0,0.0,0.0,3,15,9.122262881944781
0.9804143687168811,2.899862883864701,154,2,0,9,3,3,1,2,2,27.616320385819606,6.607826681719468,1,43,27.344276633124693
7.05233224772953,10.802733951967266,130,2,0,11,3,1,1,0,0,0.0,0.0,5,19,21.816023233499457
2.3443568117286846,1.7909248488931955,276,3,1,11,0,2,3,-1,1,8.813356220091684,2.4266855619562313,2,43,11.90881107645804
5.125131448349895,8.363385871477927,277,1,0,11,2,1,3,-2,0,0.0,0.0,2,15,20.33850662983095
